No,sentence,info__snippets,info__target,info_sentiment_score,info_aspects,preprocessed_sentence,numerical_info,encoded_values,sentiment_scores_for_numerical_encoded_values,trend,embedded_aspect,predicted_sentiment_probability_after_attention_mechanism
1699.0,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",['3 must-have growth stocks?'],ASOS plc,0.0,['Corporate/Rumors/Scoop'],arm holdings plc domino pizza group plc asos plc 3 growth stock,"[{'value': '3', 'type': 'cardinal', 'aspect': 'stock', 'dependency_type': 'nummod'}]","tensor([[-0.0235,  0.0343, -0.1277]], grad_fn=<CatBackward0>)",[[-0.02353548  0.03430881 -0.12772216]],,ASOS plc,[0.33740756 0.33649826 0.32609415]
,,['3 must-have growth stocks?'],Domino's Pizza Group plc,0.063,['Corporate/Rumors/Scoop'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Domino's Pizza Group plc,[0.34465083 0.3287838  0.32656538]
1700.0,Priceline's stock jumps to new high for the year after Barclays upgrade,['stock jumps to new high'],Priceline,0.847,['Stock/Coverage'],priceline stock jump new high year barclay upgrade,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,high Priceline,[0.3339058  0.30428013 0.3618141 ]
1708.0,"Tesco set to sell Kipa, Giraffe businesses - Sky News","['set to sell Kipa, Giraffe businesses']",Kipa,-0.192,['Stock/Signal/Sell Signal'],tesco set sell kipa giraffe business sky news,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Kipa,[0.33365706 0.33070424 0.33563864]
,,"['set to sell Kipa, Giraffe businesses']",Tesco,0.23,['Stock/Signal/Sell Signal'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.3289032  0.38455454 0.28654224]
1712.0,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,['to Acquire AdeS Soy-Based Beverage Business From Unilever'],Coca-Cola Companp,0.259,['Corporate/M&A/M&A'],coca cola company coca cola femsa acquire ade soy base beverage business unilever,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Coca-Cola Companp,[0.34826002 0.34487084 0.30686912]
,,['to Acquire AdeS Soy-Based Beverage Business From Unilever'],Coca-Cola FEMSA,0.293,['Corporate/M&A/M&A'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Coca-Cola FEMSA,[0.3136334  0.35627478 0.33009174]
1717.0,HSBC Says Unit to Book $585 Million Charge on Settlement,['$585 Million Charge on Settlement'],HSBC,-0.434,['Corporate/Legal'],hsbc say unit book $ 585 million charge settlement,"[{'value': '585', 'type': 'cardinal', 'aspect': 'million', 'dependency_type': None}, {'value': 'million', 'type': 'cardinal', 'aspect': 'settlement', 'dependency_type': 'nummod'}]","tensor([[-2.1499e+01,  3.5866e+01, -1.2184e+01, -3.6933e+04,  6.1554e+04,
         -2.0765e+04]], grad_fn=<CatBackward0>)","[[-2.1498764e+01  3.5866058e+01 -1.2184313e+01 -3.6933438e+04
   6.1553691e+04 -2.0764678e+04]]",,HSBC,[0.36569268 0.30020618 0.33410117]
1718.0,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",['secure ownership of Ireland's Dundrum - Quick Facts'],JV Partner,0.427,['Corporate/M&A/M&A'],hammerson jv partner secure ownership ireland dundrum quick fact,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,JV Partner,[0.35407978 0.31345618 0.3324641 ]
1728.0,Aviva promises higher dividends to boost flagging share price,['higher dividends'],Aviva,0.281,['Corporate/Dividend Policy'],aviva promise high dividend boost flagging share price,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,high Aviva,[0.34063736 0.30935377 0.35000888]
1734.0,CompaniesFresnillo shares jump 8% as silver price breaks $21,['shares jump 8%'],Fresnillo,0.874,['Stock/Price Action'],companiesfresnillo share jump 8 silver price break $ 21,"[{'value': '8', 'type': 'cardinal', 'aspect': 'price', 'dependency_type': 'nummod'}, {'value': '21', 'type': 'cardinal', 'aspect': 'break', 'dependency_type': None}]","tensor([[-0.2115,  0.3456, -0.2232, -0.6944,  1.1506, -0.4810]],
       grad_fn=<CatBackward0>)",[[-0.2115289   0.34560505 -0.22317363 -0.69437206  1.1506104  -0.48097852]],,Fresnillo,[0.2864438  0.36839437 0.34516189]
1735.0,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",['Should you buy…. following today's news?'],Dunelm Group plc,0.14,['Corporate/Rumors/Rumors'],buy associate british foods plc great portland estates plc dunelm group plc follow today news,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Dunelm Group plc,[0.31508377 0.3413429  0.3435734 ]
,,['Should you buy…. following today's news?'],Great Portland Estates plc,0.165,['Corporate/Rumors/Rumors'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Great Portland Estates plc,[0.35593155 0.28107637 0.36299208]
1737.0,Berkshire seeks to boost its Wells Fargo stake above 10 percent,['seeks to boost its Wells Fargo stake above 10 percen'],Wells Fargo,0.429,['Stock/Signal/Buy Signal'],berkshire seek boost wells fargo stake 10 percent,"[{'value': '10', 'type': 'percentage', 'aspect': 'percent', 'dependency_type': 'nummod'}]","tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,boost Wells Fargo,[0.3873223  0.31698766 0.29569006]
1741.0,Tesco share price tumbles after negative broker note,['share price tumbles a'],Tesco,-0.779,['Stock/Price Action'],tesco share price tumble negative broker note,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.3241682  0.27175692 0.40407482]
1742.0,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,['Shareholders Approve Merger With'],London Stock Exchange,0.406,['Corporate/M&A/M&A'],london stock exchange shareholder approve merger deutsche bã¶rse,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,London Stock Exchange,[0.4178901  0.27112225 0.31098762]
1743.0,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,['applies to boost Wells Fargo stake above 10 percen'],Wells Fargo,0.432,['Stock/Signal/Sell Signal'],update 1 berkshire applie boost wells fargo stake 10 pct,"[{'value': '1', 'type': 'cardinal', 'aspect': 'applie', 'dependency_type': 'nummod'}, {'value': '10', 'type': 'cardinal', 'aspect': 'pct', 'dependency_type': 'nummod'}]","tensor([[ 0.0584, -0.0858, -0.0869, -0.2867,  0.4701, -0.2614]],
       grad_fn=<CatBackward0>)",[[ 0.05843232 -0.08583678 -0.08687651 -0.28672627  0.4701236  -0.26135424]],increase,boost Wells Fargo,[0.34580922 0.29162875 0.362562  ]
1748.0,Berkshire applies to boost Wells Fargo stake above 10 percent,['applies to boost Wells Fargo stake above 10 percen'],Wells Fargo,0.484,['Stock/Signal/Buy Signal'],berkshire apply boost wells fargo stake 10 percent,"[{'value': '10', 'type': 'percentage', 'aspect': 'percent', 'dependency_type': 'nummod'}]","tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,boost Wells Fargo,[0.33809257 0.2843922  0.37751523]
1750.0,"Aviva, M&G suspend property funds as investors panic",['M&G suspend property funds as investors panic'],M&G,-0.807,['Corporate/Risks'],aviva m&g suspend property fund investor panic,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,M&G,[0.39725062 0.3022558  0.30049357]
1754.0,"UK housing market steadies after Brexit dip, Persimmon says",['housing market'],Perssimon,0.339,['Market/Market'],uk housing market steady brexit dip persimmon say,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Perssimon,[0.29810035 0.39548886 0.30641082]
1755.0,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,['increase dividend pay-out'],Aviva,0.439,['Corporate/Dividend Policy'],brief aviva aim increase dividend pay ratio 50 pct 2017,"[{'value': '50', 'type': 'cardinal', 'aspect': 'pct', 'dependency_type': 'nummod'}, {'value': '2017', 'type': 'cardinal', 'aspect': 'pct', 'dependency_type': 'nummod'}]","tensor([[ -1.7565,   2.9354,  -1.0804, -74.3876, 124.0112, -41.9193]],
       grad_fn=<CatBackward0>)",[[ -1.7564672   2.9353569  -1.0804299 -74.387596  124.011154  -41.919277 ]],increase,increase Aviva,[0.40770197 0.29260528 0.29969278]
1764.0,Builder Persimmon hails 6% rise in house sales,['6% rise in house sales'],Persimmon,0.435,['Corporate/Sales'],builder persimmon hail 6 rise house sale,"[{'value': '6', 'type': 'cardinal', 'aspect': 'hail', 'dependency_type': 'nummod'}]","tensor([[-0.1363,  0.2211, -0.1850]], grad_fn=<CatBackward0>)",[[-0.13633153  0.22108659 -0.18499303]],increase,rise Persimmon,[0.27824777 0.35998258 0.36176968]
1779.0,EasyJet attracts more passengers in June but still lags Ryanair,['attracts more passengers'],Ryanair,0.259,['Corporate/Sales/Sales'],easyjet attract passenger june lag ryanair,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Ryanair,[0.40991488 0.31226966 0.27781552]
